,runid,name,normal_class,loss_mode,noise_mode,test_rocauc
515,2fo2quf0,mvtec_fcdd_20220517160858.normal_10.it_1,10,pixel-wise-averages-per-image,confetti,"[0.8529685664843527, 0.9121506932861101, 0.9269529493813058, 0.9464640000000001, 0.9262405989328497, 0.9361705705705705, 0.9339714285714285, 0.9436964285714285, 0.9226046652428883, 0.930087596501935, 0.9255733822903363, 0.9365719330144802, 0.912788577519706, 0.9215917103241047, 0.9298354354354355, 0.9230935816572371, 0.9165343151192251, 0.9435265017189572, 0.924677457023758, 0.9145108050264674, 0.9356941795733397, 0.899453306978419, 0.9143963266110403, 0.8903427310065439, 0.9278809679529103, 0.9119628084047149, 0.9281284825081842, 0.9011754583860805, 0.9388859633210107, 0.931400274322798, 0.9198564593301435, 0.9212843941234197, 0.9191872290463841, 0.9214195649450962, 0.9248776566218552, 0.9073355161589131, 0.9154649909798651, 0.9266466853976321, 0.9114160938311694, 0.9203188868736635, 0.9240241195419723, 0.9142049913671323, 0.9104778844174558, 0.9359172661870503, 0.9206444683136412, 0.8905273273273273, 0.9196077429899382, 0.932115584682128, 0.9243811455991039, 0.9303680363801317, 0.9145987274824549]"
517,1cbjqb0d,mvtec_fcdd_20220517160850.normal_2.it_2,2,pixel-wise-averages-per-image,confetti,"[0.8866862428765422, 0.8945274947125553, 0.884827153101313, 0.8908313831264131, 0.8668898395526814, 0.8971243665669455, 0.9170224042399422, 0.9163157008086253, 0.9408187188802097, 0.9182400539447066, 0.9379967011545958, 0.9334412585968991, 0.9211992958196131, 0.9369075592640548, 0.9366997554308731, 0.9074832214765102, 0.9607179054054054, 0.9390841299432787, 0.9312076439343061, 0.9280547010190348, 0.9446812080536913, 0.9237274669397412, 0.9199357423346951, 0.9196388545902117, 0.915692604191761, 0.9264759753342695, 0.8971082716879624, 0.930729517396184, 0.9019050477586115, 0.9155979061966829, 0.9408403361344538, 0.8981994847670252, 0.9635703895522627, 0.9008646625837667, 0.9664885201380324, 0.959002381097747, 0.9484834647183235, 0.880097188254288, 0.9550305890042998, 0.9239235541455253, 0.9385297418630753, 0.9357937079840556, 0.9390252100840337, 0.8815637029562358, 0.9163180825519617, 0.8497423835125447, 0.9410209575081716, 0.9138988949264302, 0.9281932453812709, 0.9144679054054053, 0.9056959968255262]"
518,d0wudssg,mvtec_fcdd_20220516164643.normal_6.it_2,6,pixel-level-balanced,confetti,"[0.7046911138967848, 0.9486219742580201, 0.9857330869175627, 0.9836409395973155, 0.98004500543169, 0.9786912751677852, 0.9780681183696259, 0.9771225358422939, 0.9904897367246766, 0.9858285263292286, 0.9731694034852547, 0.9804344698604518, 0.9855399989406592, 0.9825764478332454, 0.9867644943173643, 0.9868734354966725, 0.989479865771812, 0.9906285714285714, 0.9836241610738254, 0.9867199860472649, 0.9890556289562423, 0.9859950221033471, 0.9873686563827409, 0.9854641420911529, 0.9845523289855613, 0.9894137353433835, 0.9790373670520975, 0.9800603217158177, 0.9903836953401588, 0.9721569942972157, 0.981203721283463, 0.9795037340399904, 0.9774427694025684, 0.9888769222620456, 0.9864185110663983, 0.9850700938314232, 0.9852186523873271, 0.9864513956040374, 0.9915436241610739, 0.9830505482088314, 0.9670089493559567, 0.9840076227756174, 0.9850876121863362, 0.9760864695340502, 0.9866203236536234, 0.9777388316948897, 0.9875153545505304, 0.983832217179865, 0.9760310018180078, 0.9703859060402684, 0.9819169524256164]"
520,3bzesqt3,mvtec_fcdd_20220516164643.normal_6.it_1,6,pixel-level-balanced,confetti,"[0.7220383957544079, 0.8810562828689716, 0.9785802202720632, 0.9880292338709677, 0.984564705882353, 0.9886767169179229, 0.9796370817497578, 0.984658160951273, 0.9882943143812709, 0.9844295302013423, 0.9733042310275353, 0.9826185918990223, 0.988541464362012, 0.9900243425134838, 0.9705980950878508, 0.9625041848008035, 0.9874584738997194, 0.9730814111478764, 0.9862285704196755, 0.9865084680891781, 0.9816710724248222, 0.9894293234767025, 0.9715743568918943, 0.9856134453781513, 0.9812919463087247, 0.9829819960166434, 0.990820770519263, 0.9894018096514745, 0.9832272473478504, 0.9895430182120899, 0.97748322147651, 0.9792785234899328, 0.9782214765100671, 0.9821176470588234, 0.9766780159529405, 0.9866074688554278, 0.981249700282933, 0.9855479222520107, 0.9859563758389263, 0.9912448569514878, 0.9805807571684587, 0.9861102631418279, 0.9852751637564223, 0.9907091010608599, 0.9794913601560128, 0.9826862022046499, 0.991701830893907, 0.9796352243482153, 0.9860715482573726, 0.9840982691233948, 0.9840432497492273]"
521,npdldmlq,mvtec_fcdd_20220517160858.normal_10.it_0,10,pixel-wise-averages-per-image,confetti,"[0.8246259321291811, 0.896474193396891, 0.9419805202377471, 0.9454718735778498, 0.9313624937154349, 0.9472530729013171, 0.9360077070879971, 0.9422115758779444, 0.9211434307103573, 0.9396454963188976, 0.93435, 0.932840097267991, 0.9176769237192601, 0.8989480407050471, 0.909670287274454, 0.9227069369124369, 0.922398059116809, 0.9351961165816949, 0.9387056327160495, 0.9261541749141148, 0.9204147797447508, 0.929250991607287, 0.9122330611669831, 0.9200067719804563, 0.9313750817527796, 0.9198708306082408, 0.9195679338214252, 0.918103668427291, 0.9438212836511191, 0.921233493165832, 0.9181907694116439, 0.9317758001182552, 0.9193236190555717, 0.9260451694817436, 0.9215485979876399, 0.9339336661911555, 0.9179136534311718, 0.9276441845254126, 0.9158589225265769, 0.9248051032354193, 0.9423900130117482, 0.9243855228982512, 0.9352492642385453, 0.9305819906517854, 0.9360619592069594, 0.9249365346486286, 0.9317961635341989, 0.9347377803901686, 0.9436043227903902, 0.9088203229709524, 0.9273553306008051]"
524,344wbpff,mvtec_fcdd_20220517160850.normal_2.it_1,2,pixel-wise-averages-per-image,confetti,"[0.8535292313534197, 0.8877053979643956, 0.8893120805369128, 0.8865468226383127, 0.8724458124256376, 0.9152869654046916, 0.9488559892328399, 0.9420257895286621, 0.931661626344086, 0.9101955572432124, 0.9497540756019198, 0.9337387040953663, 0.8997188040761392, 0.9609655017921146, 0.9241210753901109, 0.9269078504043127, 0.9264564506825611, 0.9306719168900804, 0.957703927492447, 0.9085738255033557, 0.9464665355904026, 0.9150735347811482, 0.9389581501215665, 0.9579720358284562, 0.9356035064059338, 0.9616548548962807, 0.9104845026295177, 0.9528894253647326, 0.9591173835125447, 0.9067427037906742, 0.9232750896057347, 0.9155931551624688, 0.8892396615559605, 0.9493947545393409, 0.9173051288759329, 0.869491422682912, 0.9323830409356725, 0.9233836222634401, 0.9615597735742456, 0.9084850070386565, 0.9437550428450328, 0.9025800102153955, 0.8842965372258141, 0.9551168044606806, 0.9445004480286738, 0.9093536368806509, 0.8816333397423572, 0.9144008056394763, 0.9393554334691232, 0.9339506172839505, 0.9115665445844899]"
526,1ns78hmy,mvtec_fcdd_20220516164643.normal_6.it_0,6,pixel-level-balanced,confetti,"[0.6115689558905639, 0.9545281965382468, 0.988855388051368, 0.9836728387113389, 0.9889747899159664, 0.9869403283300564, 0.9883150306111032, 0.976744966442953, 0.9784777273610057, 0.9760920681748477, 0.9831397527163731, 0.9852181208053691, 0.9865546218487395, 0.9667114093959731, 0.987175195076099, 0.986108319374651, 0.9855428869513376, 0.9860586622523408, 0.9827650805545148, 0.9858053691275167, 0.9883016167428545, 0.9843827426908999, 0.9856775204207228, 0.9889964701938435, 0.9806477849009665, 0.9877680965147453, 0.9843749999999999, 0.9880639843702302, 0.9882431978501848, 0.9853187919463088, 0.9855223432617101, 0.9909060494540588, 0.9887835726073813, 0.9813649898444124, 0.9900929959785523, 0.9877021563342319, 0.9808082769822913, 0.9835765309237438, 0.9900421970726885, 0.9843702301727822, 0.9842209901433692, 0.9816168234767026, 0.9864934056039125, 0.9881232116881664, 0.9845182204337135, 0.9883308261891897, 0.98467549911472, 0.99043395805444, 0.9856065693876306, 0.9877415255820907, 0.9848953049192212]"
528,27p4onv7,mvtec_fcdd_20220517160858.normal_9.it_2,9,pixel-wise-averages-per-image,confetti,"[0.8791986644407346, 0.8808648751849554, 0.8984773996467947, 0.9200515488520834, 0.7867677105390245, 0.8361872909698996, 0.8258839226150767, 0.8788124671853372, 0.8599598930481285, 0.8182696236858724, 0.8173044786096256, 0.9651874096318541, 0.8658427967045201, 0.7976627712854758, 0.9026299460646269, 0.9033459023435636, 0.8865485344923659, 0.8674916387959866, 0.8555444221776888, 0.9256761268781302, 0.8755845023380093, 0.8586871726289981, 0.8588729150414206, 0.8070903010033444, 0.8908421788983849, 0.7981987991994662, 0.814923128342246, 0.8850267379679144, 0.9654865286127812, 0.8144243641231592, 0.8096033602214692, 0.8717960956517589, 0.8710728609625669, 0.8506016042780749, 0.8574769700730275, 0.8671941751179464, 0.8842747326203209, 0.92456608811749, 0.9036454849498328, 0.893397906924961, 0.9214540191494099, 0.9356642189586114, 0.8856116310160428, 0.9036814592370148, 0.8502387542200189, 0.902002303205914, 0.8179238985313751, 0.9061802766622044, 0.8513674764927689, 0.9154515050167225, 0.8994428039186759]"
529,2dscya72,mvtec_fcdd_20220517160850.normal_2.it_0,2,pixel-wise-averages-per-image,confetti,"[0.8741719884177541, 0.917255297679112, 0.8922553269430368, 0.8974802400213558, 0.905244954096496, 0.9161714691482603, 0.9277579831932774, 0.893685141582888, 0.8963344261625353, 0.9264214581435125, 0.9155139451192083, 0.9423548356085368, 0.9295386876954318, 0.92864132260373, 0.9422383198726468, 0.9342157673805802, 0.931168976486197, 0.9426192078446451, 0.9608220484118717, 0.9124243951612904, 0.9397711978465679, 0.9217218945315622, 0.9741996551207077, 0.9398553836511566, 0.9422237151494794, 0.9278892643335978, 0.9457463524130191, 0.9641461627693998, 0.9457477626610109, 0.9419326470436088, 0.9136466370508923, 0.9511223344556677, 0.9222363043815633, 0.964885752688172, 0.9649924785675688, 0.9395700289556147, 0.9531611599430676, 0.9409706754745272, 0.9272339948424712, 0.9382716049382717, 0.9687495004715548, 0.9441311882468574, 0.9666075224987611, 0.9557512605042017, 0.959062960961575, 0.9688473044752426, 0.9581570851759277, 0.9501342281879195, 0.9478390749217056, 0.9612179460760475, 0.9515055324227946]"
533,3gsn4kua,mvtec_fcdd_20220516164643.normal_14.it_2,14,pixel-level-balanced,confetti,"[0.7283525423728814, 0.7229625332582177, 0.6894897959183673, 0.6787131519274376, 0.7224627224627225, 0.7281916099773242, 0.7197252374491181, 0.7784552845528456, 0.8174721906395654, 0.859147999654253, 0.8190905516970253, 0.8489664208074534, 0.8507187121748783, 0.8745316939478515, 0.8746642454507623, 0.8513033591973558, 0.8473408090467518, 0.9202628807891965, 0.8654119941491956, 0.8945521541950113, 0.8868620753378519, 0.9216947480267152, 0.9204006477676796, 0.918860394021739, 0.8766422923726294, 0.8940891532916073, 0.9391178474114442, 0.9137653963874426, 0.9203983750491417, 0.9239687261159654, 0.9388708268633541, 0.9002092386930629, 0.9181195329427815, 0.9285074040099593, 0.9473817900784193, 0.9394360404461921, 0.9553458049886622, 0.9366021988604446, 0.9551847406325018, 0.9304128882112189, 0.9225003276110602, 0.9672541357934615, 0.9478916605782277, 0.955144662624607, 0.9408056798888718, 0.9427311250550092, 0.9594358681569644, 0.9635206874470678, 0.9458661022389856, 0.9536206656119715, 0.9460795188908971]"
534,12ux73ox,mvtec_fcdd_20220516164643.normal_5.it_2,5,pixel-level-balanced,confetti,"[0.32922364562432477, 0.9090611266854183, 0.9686618305294027, 0.922177192841666, 0.9522782668850084, 0.9351050747710753, 0.969542958106267, 0.9257994468167701, 0.9555163082770445, 0.9451796827565271, 0.9692517363386188, 0.960834384704969, 0.9615899999505535, 0.9701558882543602, 0.9391510573354707, 0.9623384182711979, 0.9617855025362876, 0.965835326272634, 0.9391421112385387, 0.9588351117531893, 0.949976942840203, 0.962348163716026, 0.9490136054421769, 0.9567704785422343, 0.9542945216718628, 0.9544230395962733, 0.9457256182102178, 0.9506157027929568, 0.9397347710231145, 0.9508829823259433, 0.9592686494392979, 0.9658868358310626, 0.9446104268865463, 0.9713929693395813, 0.965628589512178, 0.9483989310579244, 0.9650121432908318, 0.9716968537225757, 0.9630433577801998, 0.9579030500083132, 0.9395672659931081, 0.960468166683483, 0.9632539654268718, 0.9562244897959183, 0.9472268454487915, 0.967368629087156, 0.9704648762599091, 0.9580989131550929, 0.9498640380693406, 0.9664758878242025, 0.961061799695235]"
535,3lajbqr0,mvtec_fcdd_20220517160850.normal_1.it_2,1,pixel-wise-averages-per-image,confetti,"[0.8754259766917994, 0.9462517120832282, 0.9539098892707141, 0.9255614189536463, 0.9272247473237246, 0.9493237533530653, 0.9305017933875492, 0.8903949293027792, 0.928974726468438, 0.8864136205908358, 0.9221404193076548, 0.9352486475608744, 0.9343724137931034, 0.9440581172434668, 0.9197612515513749, 0.9239785420340976, 0.906571779060018, 0.9402002207757604, 0.9089413105413106, 0.9200252190707251, 0.9443900891133618, 0.9247688861398552, 0.9264809750977584, 0.9216512581333776, 0.9195964080314801, 0.9191599847269951, 0.9226421884649733, 0.9160718166468848, 0.9296574858623673, 0.9323842513290954, 0.9253287877173669, 0.9291389052191522, 0.9196349302176924, 0.918253499545099, 0.915928370422012, 0.9054486528911081, 0.9203023538961038, 0.929575739760925, 0.8980724137931034, 0.909134221568398, 0.911623229581288, 0.903670309056311, 0.9270121812386157, 0.9126734346031936, 0.93835722949647, 0.944486701549675, 0.9319012326388273, 0.9138262053383008, 0.9253207729770231, 0.9115122285561444, 0.9243470217138477]"
536,3p6b5r6v,mvtec_fcdd_20220517160858.normal_9.it_1,9,pixel-wise-averages-per-image,confetti,"[0.9230717863105176, 0.8682470784641068, 0.9336789297658863, 0.8898898898898899, 0.9183332537826358, 0.9089816360601002, 0.8681901737967914, 0.8591652754590985, 0.9094991075412762, 0.8387330215987531, 0.8053422370617697, 0.8915721281060859, 0.8247826086956522, 0.7316544362908606, 0.8433077008804191, 0.8144816053511706, 0.8910427807486632, 0.8421368948247079, 0.7874247491638795, 0.8238397328881468, 0.8958333333333333, 0.8177466043197505, 0.9190046760187042, 0.8306688963210702, 0.854749433485642, 0.9027342680738465, 0.8678464106844742, 0.7664385847797063, 0.8971841577540107, 0.8657871298151859, 0.8588951935914553, 0.9148580968280468, 0.9347463284379173, 0.8804729278074868, 0.8826710617805362, 0.8958522266240275, 0.874582219251337, 0.8685981576058422, 0.8596050870147256, 0.8885552218885552, 0.7664774624373957, 0.8735094171403098, 0.9092481035252119, 0.8802222593582888, 0.8615847542627884, 0.8544869652406417, 0.9588086487518495, 0.8936747994652406, 0.9146699357331253, 0.9183656417112299, 0.8756688439293087]"
537,3kwxzby6,mvtec_fcdd_20220516164643.normal_14.it_1,14,pixel-level-balanced,confetti,"[0.7061496546165675, 0.7653601819076865, 0.7600592333253609, 0.7738116887053057, 0.7858249729896588, 0.81547755174895, 0.7990014963699175, 0.800558195670212, 0.8373162446412413, 0.8231877498679943, 0.9025832339918255, 0.8664483849195946, 0.8647805933768038, 0.905861801242236, 0.87952947845805, 0.9062728316459658, 0.8991753064505905, 0.9425826566543145, 0.8904354759727683, 0.9294550642865249, 0.9615534825950278, 0.9315022041369955, 0.9428312012581676, 0.9553708815749286, 0.928414878839327, 0.9523275180668472, 0.9451459188827158, 0.9587576374745417, 0.937526609332425, 0.9504079155374887, 0.94354385683332, 0.9498234491613835, 0.9626464832010155, 0.9602834467120182, 0.9630393614116892, 0.9534135576099607, 0.9429182625382418, 0.9527451780441082, 0.9291700546126217, 0.96, 0.9670340537680665, 0.9686408190993789, 0.9438148202193146, 0.9423751865789913, 0.9655073444997203, 0.9533049886621316, 0.9621805996050505, 0.9745733896576168, 0.9397550979356818, 0.970441277324097, 0.9589052712643514]"
542,1fr466ke,mvtec_fcdd_20220517160850.normal_1.it_1,1,pixel-wise-averages-per-image,confetti,"[0.8519311683868644, 0.917623159409607, 0.9058557208961684, 0.9169783193721589, 0.917570121804617, 0.919310787671233, 0.9091341450892011, 0.9225710682989896, 0.9065704814161605, 0.9144630498869988, 0.9173010064483864, 0.899077868852459, 0.9243866817768271, 0.9218227630053, 0.8977275866014812, 0.9160899466543017, 0.9251626712328768, 0.9125824333874307, 0.8942036040925124, 0.9176138219348096, 0.9180151791236898, 0.9210285887605372, 0.9199007254677358, 0.89084586281101, 0.8876326842306224, 0.9245372585371688, 0.8726465188278494, 0.9154506714876033, 0.8949655323384728, 0.9121426283102837, 0.9108136330928939, 0.9383005136986301, 0.9048720885834288, 0.9321793103448276, 0.9433416062282161, 0.9045203369870459, 0.9247981410588609, 0.9164603039283346, 0.9467017357642358, 0.9285808725478716, 0.9123397248365904, 0.9123197795102249, 0.9060824742268041, 0.9049382303281566, 0.9285636238761238, 0.9304831604626266, 0.9336502678523487, 0.9372699765667708, 0.9530306109253477, 0.9354615273013184, 0.9165428890110078]"
543,c1md8qgg,mvtec_fcdd_20220517160858.normal_9.it_0,9,pixel-wise-averages-per-image,confetti,"[0.8986328776258753, 0.9101672240802676, 0.8739439644885685, 0.9063751668891856, 0.8754411382295033, 0.8494210643509241, 0.8203678929765885, 0.8876903250441506, 0.8670455811880085, 0.7655950606770279, 0.7764455213903744, 0.8128067826863008, 0.8526561977948547, 0.8353660391131117, 0.8665255024332257, 0.9154129053828152, 0.7931549535165203, 0.861324714885397, 0.8586939992092217, 0.8597680301656246, 0.8888332219995547, 0.8587243211114826, 0.8739899833055091, 0.9115078039234404, 0.814797794117647, 0.8738962340699727, 0.8012008005336891, 0.7694425901201603, 0.8374779246813995, 0.8275250836120401, 0.8733979716928563, 0.8283612040133779, 0.8925467914438502, 0.9159701326200825, 0.9470254010695187, 0.8484747272322423, 0.8641377005347594, 0.8363919475030587, 0.8739130434782609, 0.9221039568517015, 0.8820033388981636, 0.8841076203208555, 0.8998997326203207, 0.8876425946255548, 0.8777555110220441, 0.9018394648829433, 0.8601647739924294, 0.799432197728791, 0.8416304710992315, 0.8894832646086408, 0.8959336708692701]"
545,3jf62e5r,mvtec_fcdd_20220516164643.normal_14.it_0,14,pixel-level-balanced,confetti,"[0.5640623553017441, 0.7440926885299703, 0.7566623971118352, 0.7419313532789982, 0.8068165275621118, 0.8544281524926687, 0.8528074836952942, 0.8834614034000536, 0.8958304794520549, 0.9202181697660511, 0.9043539736713798, 0.9354987561190916, 0.9359036888408705, 0.936071509391265, 0.9260905958850931, 0.9447281806832368, 0.951747591702632, 0.9249100559256225, 0.9462517076502732, 0.9352174689803422, 0.9547261985912293, 0.9609324014524846, 0.9451684135228439, 0.9406247492175588, 0.9715304952195437, 0.9500188998488012, 0.9599582494319336, 0.9471325783378747, 0.9513073005093379, 0.9357325814381029, 0.9622349127951844, 0.9536528993347888, 0.9583118644067796, 0.9268981784825057, 0.9489983417738539, 0.94439039827469, 0.9423861318830727, 0.9434578631423955, 0.9476829141008245, 0.922646383467279, 0.9403678829125878, 0.977258612852213, 0.9640638552239855, 0.9429165857919254, 0.9584995294223099, 0.9419256602914391, 0.9550336732640368, 0.9530102040816326, 0.9369451165576985, 0.9580710260778404, 0.9395278021444409]"
548,3boqjjar,mvtec_fcdd_20220516164643.normal_5.it_1,5,pixel-level-balanced,confetti,"[0.32311429679850734, 0.9120436172212822, 0.9484726805124223, 0.9462927532433495, 0.9496054510744907, 0.9512189849268501, 0.929473673338704, 0.9440934379332736, 0.9588300408719346, 0.9450035824369225, 0.9513877604507928, 0.9586056873280043, 0.9348708858213272, 0.968235895995506, 0.9574782867847411, 0.9554381717881069, 0.9436891637227047, 0.9633589801614242, 0.9654636685039196, 0.9580694129223345, 0.9656742511220122, 0.9671668769409938, 0.9710973893633541, 0.9597663754105472, 0.9697916345114987, 0.9655442176870748, 0.9673029853141804, 0.967092000799866, 0.964346945942038, 0.9618084130520247, 0.9579847555307679, 0.9620982429971194, 0.9655062779243525, 0.9619376337547914, 0.9582861884287546, 0.9595350892772324, 0.9740984758174387, 0.9717282123447205, 0.9499552400061738, 0.9593480820474686, 0.9678572212828565, 0.9555765387909265, 0.9613713182037663, 0.9629092769440655, 0.9579314922550884, 0.9716555307336485, 0.9710636875500667, 0.9653809931506849, 0.9599294601743901, 0.9663083483308202, 0.9638287337434718]"
550,3or7angt,mvtec_fcdd_20220517160850.normal_1.it_0,1,pixel-wise-averages-per-image,confetti,"[0.8200486641844665, 0.9027346960691583, 0.8935691760140219, 0.8765766381766382, 0.874129088193204, 0.9074097633211372, 0.8749581012274346, 0.9172292102912535, 0.9015456181950494, 0.8747257761631478, 0.8895225071225071, 0.8911606214581715, 0.9008933115709297, 0.9214658033153009, 0.9236246357499523, 0.9320260351542579, 0.9185475919748866, 0.9063506488532341, 0.9075011048651238, 0.9086497073002755, 0.9326700150373334, 0.9214374487664277, 0.9334784934552567, 0.9087830145719491, 0.9084198837285258, 0.9037304201006369, 0.9275525009545628, 0.9296757929570428, 0.8974829440755077, 0.9254763627854168, 0.9218085805299175, 0.9137328767123287, 0.9213013548951049, 0.9050973654066439, 0.9002834377577705, 0.9297897552483991, 0.9179812050356807, 0.9345806434414029, 0.8983528269753293, 0.909936642203982, 0.9234943781626455, 0.9241489265332005, 0.9028637770897833, 0.9289476624475268, 0.8987885269189638, 0.9278521223256226, 0.9413686382393398, 0.937194096922486, 0.9399295378512006, 0.8998163656543234, 0.9181033181983576]"
553,2au5pjpy,mvtec_fcdd_20220517160858.normal_8.it_2,8,pixel-wise-averages-per-image,confetti,"[0.5516831148722794, 0.7228498069895701, 0.8503800666126098, 0.8281182744272801, 0.7997965517241379, 0.836722969091118, 0.8592713216547413, 0.8519757224386267, 0.8243439602295211, 0.845980754996299, 0.7943376051119202, 0.812246193133096, 0.8409087437953418, 0.8652418522587303, 0.8676128808235772, 0.8783968950872361, 0.8975309802610734, 0.8855206896551724, 0.8730332167832168, 0.8809806691426629, 0.8756394464973312, 0.8629975133750283, 0.8377860313434188, 0.839040447096713, 0.8725557855992637, 0.874530102157943, 0.8552914285001513, 0.8894610019023462, 0.8597379183316683, 0.8302316606272563, 0.8499791447297419, 0.8789135208795112, 0.8692439736907163, 0.8914132742257742, 0.8556208200986416, 0.8578820545339253, 0.8692400275103164, 0.8827082534247643, 0.8940448275862068, 0.8768330720491215, 0.8752302385114886, 0.8552656781216581, 0.8685433838439439, 0.8392949891175308, 0.8734341818453968, 0.8625906735751294, 0.8836291519688433, 0.8840039858682852, 0.8954214536055969, 0.876269176969223, 0.8636115748233854]"
554,243735wu,mvtec_fcdd_20220516164643.normal_13.it_2,13,pixel-level-balanced,confetti,"[0.7026736697926679, 0.871458614685027, 0.9129585050637681, 0.9368909139640847, 0.9261435012786576, 0.9343172413793104, 0.907611757298605, 0.9047125310828122, 0.9396706843137318, 0.9205353537619452, 0.9112591997694884, 0.9302146827516242, 0.8990972797829855, 0.9314947247085945, 0.9206391636223231, 0.9320503851330476, 0.9171315844611511, 0.9170747785403643, 0.918611759163713, 0.9116499677247341, 0.9401618103772279, 0.9246327745670342, 0.9246466832464488, 0.9392538956401884, 0.9175125281044283, 0.925010280450695, 0.9134079839132394, 0.9190979619271125, 0.9272322114645766, 0.8968427398086054, 0.9167795138888889, 0.9174952155971533, 0.9071232203569911, 0.9147670395194986, 0.9127998737373737, 0.9115157854697604, 0.9298002455897191, 0.926351194618418, 0.9252594576498159, 0.8924326844899325, 0.9437482347938398, 0.895291052588245, 0.9468495215130737, 0.9245650056010587, 0.9276322065959373, 0.9024261863640102, 0.9206678180771445, 0.9008884270543176, 0.9067302003794857, 0.9269309331744295, 0.9160941806696292]"
556,cbx9u1hv,mvtec_fcdd_20220517160850.normal_0.it_2,0,pixel-wise-averages-per-image,confetti,"[0.8103756209186807, 0.8707869783063036, 0.9176409426762959, 0.9336434892541087, 0.9430755982061894, 0.9510631726394001, 0.9554005440381149, 0.9645940890385335, 0.9517631713311794, 0.9590663629925316, 0.9674052696274918, 0.9582776686840073, 0.9672726454850114, 0.9621939850214674, 0.9659893805309735, 0.958157996836482, 0.9678288019530906, 0.9485104993669323, 0.9577114181547414, 0.9611511684522736, 0.9558715638397872, 0.9614807333247488, 0.9659330985915493, 0.9641481532430017, 0.9588489225910649, 0.9431023307454337, 0.94886418013033, 0.9555997924586416, 0.9515489571043877, 0.9598790359681927, 0.9646942877414526, 0.9605141843971632, 0.9591130947720096, 0.9475827964866738, 0.943474388071357, 0.951212189583394, 0.9682438746112528, 0.9551085277184537, 0.9506014358389198, 0.9575375461303429, 0.941139745060237, 0.9584667943600309, 0.9639931162728064, 0.9505738153489571, 0.9512994754411064, 0.9486988052495351, 0.9564272273051716, 0.9470387500450791, 0.9637861419032268, 0.959499157662175, 0.9560455337340462]"
558,388hum89,mvtec_fcdd_20220516164643.normal_5.it_0,5,pixel-level-balanced,confetti,"[0.3469753352195842, 0.941026202095557, 0.9591589784302553, 0.9501731243418459, 0.9524954438134441, 0.9536831779341121, 0.9633163743188011, 0.9435488724821444, 0.951751700680272, 0.9456306701410453, 0.9372356482212746, 0.955607390905517, 0.9413470026482625, 0.9624528529010514, 0.9757604471448419, 0.9463881430000526, 0.9693894952251023, 0.963916917680553, 0.9644676824534161, 0.9668763281724347, 0.963274707955559, 0.9670614266676725, 0.9422775423097329, 0.9518650793650794, 0.9544705941515175, 0.96344936794375, 0.9680231827210781, 0.9560936730818819, 0.9428893536854909, 0.9585306155204238, 0.9498300284817138, 0.9568003455972351, 0.966962383890731, 0.9695660653339834, 0.9512006776773638, 0.9530511103544812, 0.9706721036358128, 0.9702720538147139, 0.9525318995265227, 0.9722305084745763, 0.9769623902502947, 0.9623343074835613, 0.9618145884525315, 0.9664745762711864, 0.947908337396392, 0.9586351199098664, 0.973082191780822, 0.978633336008346, 0.9696392276422765, 0.9644711506935875, 0.963685267675239]"
559,1kkidly3,mvtec_fcdd_20220517160858.normal_8.it_1,8,pixel-wise-averages-per-image,confetti,"[0.5476863503179292, 0.7169397428810032, 0.8036796785504128, 0.8193371165391892, 0.8243060939415776, 0.8199937579685509, 0.8152357142139005, 0.8609814101024029, 0.8028407019041773, 0.785143723184607, 0.8125273459988487, 0.8006187693365417, 0.7776165803108808, 0.8139499653739611, 0.8436904786211603, 0.8530118303066838, 0.810744466380454, 0.8787285293816168, 0.8185371606424239, 0.841098373505781, 0.8495289457039181, 0.8898613201310849, 0.8155658383968237, 0.8137702546296297, 0.8606028214180227, 0.856290342223846, 0.8425219675695262, 0.8151700482398316, 0.8425338293759346, 0.8445000142803195, 0.8541822217737868, 0.8272456616498067, 0.8210931034482758, 0.8458443222063144, 0.8458700161868153, 0.8489867321735574, 0.814364261168385, 0.849393872413229, 0.8351088201603666, 0.8479347218985689, 0.8561844578551642, 0.8662431318681317, 0.7973727853518046, 0.8582727777101179, 0.8396974363619893, 0.8685534609539755, 0.8374369071300019, 0.8609111506528897, 0.8786768141059453, 0.8958498732493232, 0.854294328618873]"
