,runid,name,normal_class,loss_mode,noise_mode,test_rocauc
424,2ww6cw3h,mvtec_fcdd_20220518111400.normal_10.it_0,10,pixel-level-balanced,confetti,"[0.8268244140161645, 0.8958939682262071, 0.9350868423323602, 0.9394777265745008, 0.926954472776235, 0.9282343123229263, 0.9469313669880884, 0.9633060249189281, 0.9334354807889652, 0.9350469558129918, 0.9552191599250424, 0.9397170665052529, 0.9251975870616699, 0.9378509382348706, 0.9446650457350673, 0.9440869076606107, 0.9362562562562562, 0.9299725871847957, 0.9387748365081903, 0.9331330892793263, 0.9478289440900937, 0.9341691076996446, 0.9485598657318426, 0.9411704051402408, 0.9456170673370694, 0.9332465539059409, 0.9443529395978557, 0.9400693541661557, 0.9332715402465157, 0.9385459903150276, 0.9420132383733745, 0.9474855066960329, 0.9322589920742974, 0.9527984655951077, 0.9449017681121802, 0.9383105450458888, 0.9327560199471016, 0.9437092316925979, 0.9381585829997305, 0.9370500701102308, 0.9410248715530375, 0.9340533162494227, 0.9344218172217946, 0.9336280413404652, 0.9384958621541504, 0.9421607160653778, 0.9131590090499366, 0.9462287982677734, 0.9503778385357333, 0.9335080124553808, 0.9395956056830338]"
425,16clue5w,mvtec_fcdd_20220517160850.normal_6.it_0,6,pixel-wise-averages-per-image,confetti,"[0.618656561998862, 0.9570028695280541, 0.9629054185278695, 0.99065179882053, 0.985344537815126, 0.9808941176470588, 0.991295614328758, 0.9678627319472389, 0.9900167504187605, 0.9856106216564559, 0.9714029955721799, 0.9798780951553145, 0.9832637989737688, 0.9838475296221775, 0.9789502345844504, 0.9845189938866754, 0.9827412868632708, 0.982751677852349, 0.982356225572306, 0.9825061479991057, 0.980363663462255, 0.9902782433791485, 0.9877434519811954, 0.9853215043194868, 0.9825572305974316, 0.9833258812132052, 0.9674916387959867, 0.9847764784760703, 0.9788422818791946, 0.9857744673056963, 0.9779789850212386, 0.9782482035346669, 0.9795193781066637, 0.9784363560798606, 0.9844306974216339, 0.9789592001735323, 0.9860033613445378, 0.9904554588077696, 0.9833440172100958, 0.9803128887187829, 0.9804530201342283, 0.9885206875903667, 0.9872009836798569, 0.9820504236306045, 0.9845482028888144, 0.9791806581598389, 0.9836508412931019, 0.9811495798319327, 0.9671251257967125, 0.9856839754327191, 0.9834876748269981]"
427,rye08ppy,mvtec_fcdd_20220518111345.normal_11.it_0,11,pixel-wise-averages-per-image,mvtec_gt,"[0.5647661016949153, 0.8240705307468134, 0.9135332886119545, 0.9339157840145212, 0.9566536811201445, 0.9428204998883213, 0.9275652789851573, 0.965625091990227, 0.9149224373338328, 0.9698101558882544, 0.9499160526330468, 0.942552325531049, 0.963995771248479, 0.9458497355148235, 0.9740374252963652, 0.9289394196025293, 0.9535118189043595, 0.9432815665091155, 0.9604222972972973, 0.9564533507404581, 0.9673766058147397, 0.9612717762227017, 0.9579712310559885, 0.960907833151806, 0.9551389830508474, 0.9677030059492745, 0.9601918963621091, 0.9561570995237443, 0.9655649306178897, 0.9532402191343121, 0.9636578769438809, 0.9614395482536511, 0.945268259711999, 0.9473520776874436, 0.969552933650805, 0.942704076193184, 0.9650841913380551, 0.9350367816908915, 0.9442322044138028, 0.9755375221793132, 0.9485158961086063, 0.9697837939462305, 0.959412189833775, 0.9649133305407616, 0.9702501690331305, 0.9465769945349254, 0.9478452209237291, 0.9827131965499986, 0.944303860071382, 0.9585381649053605, 0.9604761782147517]"
428,2kd84hds,mvtec_fcdd_20220518111351.normal_2.it_1,2,pixel-level-balanced,confetti,"[0.8656169737576773, 0.8833613445378151, 0.9074420168067227, 0.907174059139785, 0.9184660746128993, 0.9184066667440429, 0.918316206199461, 0.9147014488420475, 0.915405425960734, 0.9172924476839333, 0.9442605141999896, 0.9070819304152637, 0.9088888888888889, 0.8850324167225576, 0.9350168350168351, 0.9325729620932574, 0.9243097643097643, 0.95703125, 0.888958422370108, 0.9367442062603897, 0.9271260504201679, 0.9410829993467399, 0.92604168187992, 0.919153836960419, 0.9638145983135895, 0.9388175675675676, 0.9345327424566111, 0.9306666947439353, 0.9442499733466009, 0.9602801997168194, 0.928235690769902, 0.9385234899328858, 0.9414161388107215, 0.9246655462184874, 0.9596208004442506, 0.9704501002852837, 0.9399775533108866, 0.9528731762065096, 0.8803955970005768, 0.9670050420168067, 0.9326174496644295, 0.9586052639642124, 0.9738043234767025, 0.9284563758389262, 0.9055972035040432, 0.9705312271498043, 0.9445338472657191, 0.9511228718637993, 0.9647174022911051, 0.9590424706430086, 0.9462995102017362]"
429,d803mizu,mvtec_fcdd_20220517160858.normal_14.it_2,14,pixel-wise-averages-per-image,confetti,"[0.7771481598483653, 0.7160541496896593, 0.7529931972789116, 0.7559284047014109, 0.7445594718049986, 0.8195674386920981, 0.833185941043084, 0.8422154017857143, 0.8485230261734285, 0.8557969963167673, 0.9038203309147701, 0.8937211373918751, 0.8843546211967264, 0.8956967387602179, 0.8931386275023845, 0.903617747440273, 0.886981645139361, 0.9327297987720163, 0.914273824386184, 0.9104474385373261, 0.9302437641723357, 0.9261614446673869, 0.9437200539955202, 0.9348857239906833, 0.9546204444822888, 0.9085300467880688, 0.9536942458290774, 0.9462021187767456, 0.9313040624487212, 0.9575566951566952, 0.9655923939541687, 0.9615928384009879, 0.9484544124817162, 0.9306802960100136, 0.9545780711825488, 0.9352038911702057, 0.9480824679434585, 0.9428231292517008, 0.9181462585034014, 0.9323882416371692, 0.9405529461455084, 0.9490194110676665, 0.9687295642351822, 0.9669357069221293, 0.9521781476380109, 0.9516061557683834, 0.933057379389095, 0.9348269137006339, 0.9647805975238027, 0.9600908257885303, 0.9516325319342338]"
430,2mfs4uhv,mvtec_fcdd_20220518111345.normal_10.it_2,10,pixel-wise-averages-per-image,mvtec_gt,"[0.9771781354051056, 0.97806378817256, 0.9836666211838667, 0.9809731596295714, 0.9890689996758368, 0.9882819902005902, 0.9893885342846326, 0.9871092217135382, 0.9883702028934107, 0.9889801000720335, 0.9892229865650084, 0.9888206623180472, 0.9909611475266855, 0.9887252056816478, 0.9904443366322716, 0.990974191037867, 0.9881389807438513, 0.9900763558619486, 0.986253191252295, 0.9907441542925413, 0.9897767660348247, 0.9863339443308162, 0.9882220006404844, 0.990076469558111, 0.9924898363524084, 0.9922402402402403, 0.9893718597623153, 0.9875362429232122, 0.9843026779810448, 0.9897367560497057, 0.9888024904227412, 0.9917965846937498, 0.9883526551862746, 0.990461287833319, 0.9896582733812949, 0.9919087554076755, 0.9820578777051738, 0.9872407626595308, 0.9865161014334203, 0.9913736361104782, 0.9905285714285714, 0.9882766332387348, 0.9914678135405106, 0.9778113691996594, 0.9905589285714286, 0.9874546524256176, 0.9896032054922127, 0.9860102438651479, 0.991149070329358, 0.9917803571428571, 0.9890670160333814]"
431,1cyhnayg,mvtec_fcdd_20220518111336.normal_3.it_0,3,pixel-wise-averages-per-image,mvtec_gt,"[0.9870538523779556, 0.9919270512978227, 0.9781092294254659, 0.985771181989242, 0.9922683174111228, 0.9892657520325203, 0.9901927629354075, 0.9949976659616526, 0.9933263624062, 0.9930469745375854, 0.9887831407205983, 0.9932725427481854, 0.9938179510216867, 0.99159053658739, 0.9877426677799812, 0.9918417010751401, 0.9966911073510059, 0.9923114774264976, 0.9955159538077301, 0.9924549962309559, 0.9934505839715831, 0.9928909952606635, 0.9915389830508474, 0.9957845396418432, 0.9956304284326174, 0.9950553178165118, 0.9835329820540236, 0.9923603215446911, 0.9924184630871955, 0.9945940605239386, 0.9952869356624431, 0.9878177566568606, 0.9935288592005009, 0.9924184630871955, 0.9908477716313537, 0.9904244511531728, 0.9931162339137799, 0.9941285901008997, 0.9928124522104536, 0.9896029130718594, 0.9914645610077082, 0.9955962059620596, 0.9953065059448039, 0.993464755812523, 0.9905789300475795, 0.9867681257543198, 0.9949990599736792, 0.9868490771540431, 0.9927588964702322, 0.9955706606826009, 0.9918783353681673]"
434,6soxdpq4,mvtec_fcdd_20220518111400.normal_9.it_2,9,pixel-level-balanced,confetti,"[0.8592864288096033, 0.8688251001335113, 0.8366626570172152, 0.8608144192256342, 0.8503674014696059, 0.8916750250752257, 0.8372392725884206, 0.8786715620827771, 0.8198670084327054, 0.8139055889556892, 0.8326421404682274, 0.8119286137364476, 0.8467892976588629, 0.805105280748663, 0.861574382921948, 0.7663660654642619, 0.7980608492143095, 0.8506631004123482, 0.8053141711229947, 0.7920142364586809, 0.8247816333349243, 0.8204186150077933, 0.8636161211311512, 0.8658658658658659, 0.7674123539232054, 0.8914276184122749, 0.8124080267558529, 0.811049754573851, 0.8090783256169156, 0.9035058430717863, 0.8213092852371409, 0.9074457429048414, 0.8688480801335559, 0.8534022681787858, 0.930643547849283, 0.8818060200668896, 0.8613377926421406, 0.8607485497545738, 0.9475133511348464, 0.9115123147219436, 0.8784218794262316, 0.911925479696564, 0.8795646197852818, 0.8779966611018365, 0.895947687461219, 0.7976508572700958, 0.7406604402935291, 0.8838461538461538, 0.8736098515583982, 0.9259692513368983, 0.8738635382429192]"
435,79oksgx7,mvtec_fcdd_20220518111351.normal_2.it_0,2,pixel-level-balanced,confetti,"[0.8673731125013057, 0.8938425302826379, 0.9081257014590349, 0.8815414604888289, 0.893854547202461, 0.8987025210084032, 0.9381260228182778, 0.8964143799670115, 0.9201476340254645, 0.9285233608921362, 0.933065756585272, 0.9366991596638655, 0.9054361835484384, 0.904674971885908, 0.9112106686475006, 0.9336557860431431, 0.9496807795698925, 0.9588955369680688, 0.9283064321850156, 0.9406446221520677, 0.9526713035307575, 0.9394012052622324, 0.9392305256814862, 0.9189437864205284, 0.8994089881400975, 0.9317508417508418, 0.8977678340489369, 0.9420664295327822, 0.9141185035842294, 0.965781512605042, 0.9122911385856914, 0.9471311074653137, 0.9028571428571428, 0.8967720205565032, 0.921410472972973, 0.856988677427126, 0.9530649001770559, 0.8752806722689076, 0.8975624717033488, 0.9040749461200185, 0.9473126066939113, 0.9172621045732828, 0.9202753049594354, 0.947760637901483, 0.891115400721063, 0.8770629841697541, 0.9424068797172943, 0.9392141379958638, 0.8977210084033614, 0.89176617273294, 0.9144915299727663]"
436,3eh9ifg6,mvtec_fcdd_20220517160850.normal_5.it_2,5,pixel-wise-averages-per-image,confetti,"[0.39063682079124207, 0.944409315195832, 0.9434351485032466, 0.9644480555128572, 0.956414485547632, 0.9482786293234894, 0.9374848570255984, 0.9458811491854585, 0.9345244850862828, 0.9555696072550005, 0.9677139493090414, 0.9520136752136752, 0.9620338044959128, 0.9630675824562225, 0.9630822121934605, 0.9418077324484839, 0.9458045945372039, 0.962068780513976, 0.9607494103511193, 0.9508582760116503, 0.9505414740053475, 0.9506913804740098, 0.9697293966956889, 0.9575060362408871, 0.962262471630101, 0.9583554125134567, 0.9516081358186621, 0.9688228386119904, 0.9663072632833787, 0.954862678062678, 0.9733806250031805, 0.9694444444444444, 0.9614047962259207, 0.9609334846395367, 0.9664421438867776, 0.9636370828574112, 0.9505690855384107, 0.955514518051771, 0.9584841195504088, 0.9542904887602179, 0.9664093511260048, 0.9634248748172799, 0.9571068558798621, 0.9789141798916994, 0.9655728457084468, 0.9538636501911817, 0.9614530764751552, 0.9509999567222387, 0.9635796469408837, 0.9584506116916438, 0.9609084637199908]"
437,38rgo7tc,mvtec_fcdd_20220517160858.normal_14.it_1,14,pixel-wise-averages-per-image,confetti,"[0.6878115461472585, 0.7380701158264332, 0.7543718793220657, 0.7914159549689441, 0.7850634019205708, 0.8252761369375701, 0.8330808544096449, 0.8366085470085469, 0.8411307753413017, 0.7753870673952641, 0.836996402237025, 0.8335544217687074, 0.829469270082558, 0.848333296734667, 0.8370084231986694, 0.8437695599737419, 0.8692843153950953, 0.8678585571315429, 0.8846524011779691, 0.867948526907357, 0.895771668184578, 0.8935714674222084, 0.9207148424731588, 0.9017060169470218, 0.9138441381987578, 0.9128384707084468, 0.90543746723522, 0.8961158815504374, 0.9329280857201729, 0.9163451149868808, 0.9517067015786278, 0.9369199165531334, 0.9322437312340435, 0.9492466495465853, 0.935255532769158, 0.9512451973706355, 0.9407155025553664, 0.9701187859082596, 0.9191850594227503, 0.9657162393162394, 0.9603128173687585, 0.9534351696928384, 0.9443086422748447, 0.9426036699591281, 0.9657535908385093, 0.9599149345959394, 0.9349827571525885, 0.9612897895106485, 0.9367034351696929, 0.9573238939095111, 0.951078056712295]"
438,2uf6eu6t,mvtec_fcdd_20220518111345.normal_10.it_1,10,pixel-wise-averages-per-image,mvtec_gt,"[0.9431052607523195, 0.9749317366300664, 0.9804540735307024, 0.9828812924624192, 0.9875720461095101, 0.9841448659254415, 0.9886894253769556, 0.986279079079079, 0.9852396558185331, 0.9860632465844147, 0.9861385693356925, 0.9869640721010879, 0.9836994669576277, 0.9889020139960326, 0.984390511449335, 0.990196578851663, 0.9835355954460596, 0.9892576128321648, 0.9835792824074074, 0.9839488516594348, 0.9872022045008559, 0.9834181943708161, 0.9840780897246265, 0.9870475592528646, 0.9884471447012698, 0.9836980304453335, 0.982793822268513, 0.9872988881621975, 0.9880714582145781, 0.9897000651590859, 0.9843060556021764, 0.9868809863460363, 0.9886968511180153, 0.9865591397849462, 0.9856055980838774, 0.9889450590737399, 0.9857932243306894, 0.9845535714285714, 0.9885774336169403, 0.9850249638897499, 0.9867392466303121, 0.987218293634059, 0.9829545856658575, 0.9872074942359349, 0.9847398298102522, 0.9862573572095141, 0.9917220133548479, 0.9872740177863137, 0.9895969461448517, 0.9857805551982467, 0.9860173704524978]"
439,b1ibagaa,mvtec_fcdd_20220518111336.normal_2.it_2,2,pixel-wise-averages-per-image,mvtec_gt,"[0.9061424107064037, 0.8852341412784663, 0.8937731637466307, 0.8913936152291105, 0.9201800217267601, 0.9215945840292832, 0.8915472985964237, 0.9260471600897133, 0.905430657273181, 0.9000599790073475, 0.8878485334436915, 0.9303619496250721, 0.9141150740242261, 0.9284848484848485, 0.9281508363776197, 0.9286667672558875, 0.9250056116722783, 0.9272014997115938, 0.9209020531807472, 0.950019309588768, 0.9473899250144203, 0.9380293905083112, 0.9301775313620072, 0.9595870986348779, 0.9374064230086235, 0.9483389450056117, 0.942516259087302, 0.9481532327554731, 0.9230196116131513, 0.9626316084229392, 0.9565222437586323, 0.943905882352941, 0.9419919816599486, 0.933163025210084, 0.9320442231017511, 0.9323292347173948, 0.9313408514820755, 0.9448597081930415, 0.9520305481725647, 0.9443639749624955, 0.9621462935181833, 0.9537261378328752, 0.9617296408416489, 0.9425701459034792, 0.9454722128788728, 0.9553344537815127, 0.967151720248167, 0.9766216216216216, 0.9257665304827258, 0.9573114912069381, 0.9403384787489613]"
441,2ekamy4p,mvtec_fcdd_20220518111345.normal_10.it_0,10,pixel-wise-averages-per-image,mvtec_gt,"[0.7253923292705932, 0.8082897410055829, 0.9333952062985846, 0.9711411081462878, 0.9788101343953679, 0.978732638888889, 0.9842719173918035, 0.9835714819613314, 0.9796727323092753, 0.9828451543356554, 0.982601413569994, 0.9849434191539456, 0.9836601307189543, 0.9852833726575803, 0.9815733827419, 0.9797627725603154, 0.983742746193115, 0.9823627591236781, 0.9816870316288295, 0.9804079194401775, 0.9761546338965695, 0.9816798122426994, 0.9839550504975871, 0.9808255300563675, 0.9792643394861629, 0.9855351455124569, 0.9814316018513813, 0.9783336942692401, 0.9814947335096524, 0.9840451275343363, 0.9839318774720188, 0.9886535008976661, 0.9824836111631392, 0.9864734905888499, 0.9821049694620912, 0.9782388704165879, 0.9831588746741311, 0.9751839285714287, 0.9831000654022237, 0.9809508920454256, 0.9858492969227635, 0.9854941689132621, 0.9806898845710161, 0.9887967619199659, 0.986128057829164, 0.9851050447908486, 0.9851648147579977, 0.9854415212488128, 0.9818562031347283, 0.981458609674887, 0.9828122618042088]"
442,10e76k87,mvtec_fcdd_20220518111336.normal_2.it_1,2,pixel-wise-averages-per-image,mvtec_gt,"[0.8957655940501551, 0.9017122756194713, 0.8684796662284465, 0.8806293680158463, 0.8774636594071699, 0.9179604883676216, 0.9211560044893378, 0.9241333922184987, 0.9191126050420169, 0.9297623043846609, 0.9138453324667185, 0.9659777764210269, 0.9495932773109244, 0.9496283097953877, 0.8967953020134228, 0.9703081132947156, 0.9718683906940973, 0.9604636864860576, 0.9738589076369799, 0.9764983164983165, 0.9689963468563738, 0.9744461758760108, 0.9713784978934296, 0.9594163860830528, 0.9465092748735244, 0.964345170614129, 0.9448386960916442, 0.9530191098357652, 0.9722315939421203, 0.940016954172667, 0.9506421995490277, 0.9490725168491735, 0.9757823973146281, 0.965135769359705, 0.9709042016806723, 0.9654320987654321, 0.924355662479541, 0.9416352107236735, 0.8729359484646493, 0.9818791946308725, 0.9470718833780162, 0.9595563025210083, 0.9691420313687384, 0.9445288004574944, 0.9470654681791961, 0.9427829122208561, 0.9340049661166003, 0.9068456375838926, 0.9065878640525581, 0.9560162433397134, 0.9403362325917108]"
443,1p9com44,mvtec_fcdd_20220518111351.normal_1.it_2,1,pixel-level-balanced,confetti,"[0.8708766085309295, 0.9078368471102588, 0.9077652442591622, 0.905721099216554, 0.92571322526282, 0.9196994266035875, 0.8963417206993066, 0.9148376293283894, 0.9074504735103888, 0.9056717011552217, 0.8926570971324057, 0.9191595616483894, 0.905633429070929, 0.9217210174107862, 0.9258270090171088, 0.9216275830502187, 0.9128429338156692, 0.9035237769414984, 0.8954888914893261, 0.913344193246454, 0.8782607120210164, 0.9160567928535075, 0.9118810876623377, 0.8874278008000936, 0.8886484607047874, 0.9079128231806091, 0.9325903133903135, 0.9265382481495014, 0.9130436239698918, 0.9238536251023922, 0.902907211428772, 0.9009829105358066, 0.9306309915699824, 0.8998609686609687, 0.9488688778326302, 0.9238683472356741, 0.9183328006439622, 0.931899005001838, 0.9226866188891505, 0.9364965517241379, 0.9261882725009308, 0.9216181506849315, 0.8974158433225327, 0.9434586206896551, 0.9272097729666015, 0.9340954162505802, 0.8931190883190884, 0.9405300448245233, 0.9216867707581157, 0.936195502661324, 0.9100494692536857]"
444,23vilaet,mvtec_fcdd_20220518111400.normal_9.it_1,9,pixel-level-balanced,confetti,"[0.9184287146198272, 0.9002449343130706, 0.8748467625097515, 0.8304682274247491, 0.8175450300200133, 0.8375256550999952, 0.811288435828877, 0.8478024732620321, 0.8430750389668227, 0.7741719638675142, 0.8877423128342247, 0.8811620045321149, 0.8268447412353923, 0.857164084847134, 0.8193403656150066, 0.8992161670195773, 0.8377295492487479, 0.9127699844132711, 0.9078712981518593, 0.7659207303495881, 0.8348951360999554, 0.8695688502673797, 0.8640687583444593, 0.8786764705882353, 0.8288770053475936, 0.8458583834335338, 0.8752173913043478, 0.8725245293708636, 0.8468561872909699, 0.8661211311511912, 0.8980307076101469, 0.8777573529411764, 0.8954703832752613, 0.9213426853707414, 0.8463210702341137, 0.922838285835944, 0.8761395637439741, 0.9038597273301385, 0.8590825534759358, 0.8695688502673797, 0.8761936560934891, 0.7374290484140233, 0.9108186758002627, 0.8659252541644791, 0.8653492647058824, 0.8699098798397864, 0.9148145053475936, 0.8539449190969406, 0.8721349232883836, 0.8949432576769025, 0.8910432948144595]"
445,2vxcquan,mvtec_fcdd_20220517160858.normal_14.it_0,14,pixel-wise-averages-per-image,confetti,"[0.7504609860248448, 0.7502288864275151, 0.7681719302843664, 0.7963266837009776, 0.7755495289751642, 0.7921687852181889, 0.8136278001825087, 0.8361085439737124, 0.8056835484278485, 0.8730693500075302, 0.8793907295454676, 0.8499703202531135, 0.9141170904503105, 0.9064731963726828, 0.9244507735896637, 0.9171745704306242, 0.9316252508103102, 0.9278192934782608, 0.9408614316964623, 0.9371638228903217, 0.9507426303854875, 0.9354864860482838, 0.9686167800453515, 0.9492124230114009, 0.9317523841961852, 0.964909198708799, 0.9349659863945579, 0.968001161833761, 0.9554291704887957, 0.9528119307832422, 0.9659435711262526, 0.9575075719967201, 0.9425383024630101, 0.9472619047619047, 0.9410352509500721, 0.9458306986396874, 0.9536905144049435, 0.9675277307764617, 0.9389465462158512, 0.9447871936295135, 0.9494389424449373, 0.9437166995378412, 0.9516348773841962, 0.9467023375834851, 0.9384411174563976, 0.9575510204081632, 0.9441386822192384, 0.9600822496118012, 0.9554995201220856, 0.9630073795592345, 0.9492405577671339]"
447,8ucgt2uf,mvtec_fcdd_20220517160850.normal_5.it_1,5,pixel-wise-averages-per-image,confetti,"[0.23413445157908536, 0.8542138331666052, 0.9371310396691108, 0.9576813252976136, 0.9566041759115718, 0.9343200786453735, 0.9361506405309461, 0.9384316945168872, 0.940487567040468, 0.933577784400545, 0.9375181968167702, 0.9499354723866316, 0.9345136760867098, 0.9483692472291412, 0.9519049657534246, 0.948948210111945, 0.9290436160821764, 0.9564533492489361, 0.9233047435294626, 0.9426360544217687, 0.9371031746031746, 0.9523814300617929, 0.95798708469246, 0.9298787852170667, 0.9255964167582371, 0.9368503169185763, 0.9519503504535972, 0.9545823936449012, 0.947511978536248, 0.9358247732926731, 0.9558492674508873, 0.9511703703703704, 0.9471091280907232, 0.952210719433888, 0.9627125918772466, 0.9525617655323472, 0.946755826872798, 0.9368635437881874, 0.9480436209677829, 0.9384047173024523, 0.9326783889645776, 0.9556528547771619, 0.951812537999431, 0.9688538677302723, 0.950954069195358, 0.9592888256893944, 0.9100359422445312, 0.9330867880428098, 0.934778233826771, 0.9419741391331946, 0.9480913315615471]"
448,lkbl1wjd,mvtec_fcdd_20220518111345.normal_9.it_2,9,pixel-wise-averages-per-image,mvtec_gt,"[0.9402694277443776, 0.9056428544893941, 0.9683494929232142, 0.9364548494983278, 0.912299732977303, 0.9273197596795728, 0.9111556446225785, 0.959472981987992, 0.8757099899766121, 0.9529161096256684, 0.9699499165275459, 0.8991315965263861, 0.8113742494996665, 0.8699064796259186, 0.9324508768767221, 0.9693348930481284, 0.9790317195325543, 0.9303050545535515, 0.9352857620320856, 0.9407169117647058, 0.9401460550809031, 0.9334160660588993, 0.9149921244809316, 0.8817262700534759, 0.9296562082777037, 0.8986287625418059, 0.8948572066041944, 0.9588394814071846, 0.8862884951149745, 0.9267423736361612, 0.9292253414033274, 0.9328424810352521, 0.924314381270903, 0.9791805833890002, 0.9156646626586507, 0.9539464882943144, 0.8782115448782116, 0.927126737431187, 0.9100281609469714, 0.9642379679144385, 0.9596423796791445, 0.7913885180240321, 0.9320431542653764, 0.8836881013410602, 0.9266522029372497, 0.931567513368984, 0.8986221414218735, 0.9497409759358288, 0.8760298374526831, 0.9412915851272016, 0.9344973978285065]"
449,32qfonsh,mvtec_fcdd_20220518111336.normal_2.it_0,2,pixel-wise-averages-per-image,mvtec_gt,"[0.9156406807718173, 0.9068013920263752, 0.8965379776008771, 0.923684525038299, 0.9195688389988497, 0.9167140448084798, 0.954693100358423, 0.9134252100840337, 0.9331544824502571, 0.9400873949579832, 0.9557783018867925, 0.9563977027818266, 0.9230038994610857, 0.9615361133158312, 0.9465435836105194, 0.9670050420168068, 0.9656677890011224, 0.951191940026179, 0.9625484332884097, 0.9527960271067197, 0.9618288590604027, 0.9720757693037929, 0.9589712044011653, 0.9553676718328841, 0.9505923683522068, 0.9583220156672715, 0.9646709864227829, 0.9636269945627066, 0.9827857130245943, 0.9672278338945005, 0.9568349716099884, 0.96570313141356, 0.957995663695495, 0.9600187046995557, 0.9452564063281961, 0.9536099865047234, 0.9324968952750148, 0.9767932773109244, 0.9723113134343799, 0.9234090460659943, 0.9327632461435278, 0.9442689075630252, 0.9449815126050419, 0.9606151604534632, 0.9359303971980029, 0.9815054588468486, 0.9599777874737218, 0.9384399551066218, 0.9409457231821234, 0.9827922802320392, 0.9416438512742429]"
451,i229rz3w,mvtec_fcdd_20220518111351.normal_1.it_1,1,pixel-level-balanced,confetti,"[0.8716085190324144, 0.9329028352335789, 0.9024322260404735, 0.8845800237540001, 0.8984436383088985, 0.8922523523537602, 0.9040211536027231, 0.884192313478995, 0.8995878032975737, 0.892131974573706, 0.9236389479933611, 0.9156207191780822, 0.9008595233914862, 0.9147804505536464, 0.9063794616784894, 0.8865943868944676, 0.8747957826130291, 0.922535155065362, 0.9033333333333333, 0.8804109589041096, 0.9051566891932301, 0.9111931109815925, 0.9334541172207628, 0.9217408638449639, 0.9195902699079025, 0.9104643861013098, 0.9438766640404511, 0.9027944831072068, 0.9040062733261575, 0.8919299526671969, 0.9185417676657919, 0.9020298827770679, 0.9302654109589042, 0.9173756055259853, 0.9102557806579806, 0.9462164302685578, 0.9261302121933477, 0.9154765471553646, 0.9273366915113264, 0.938823978617793, 0.8987629906164867, 0.9188070671133087, 0.9351387347391786, 0.9211538140055835, 0.9101055558878057, 0.9392353060985704, 0.9050214041095891, 0.916587846070604, 0.9072860176556274, 0.9289905339125838, 0.9109090101360413]"
452,klinwc51,mvtec_fcdd_20220517160858.normal_13.it_2,13,pixel-wise-averages-per-image,confetti,"[0.8352736791862702, 0.8875661375661377, 0.9136066783533963, 0.9423117140365622, 0.9432465277777778, 0.9411559937551864, 0.9241377314814815, 0.9348516189200823, 0.9328670776039197, 0.9291859314661894, 0.9244566597683056, 0.9216585872576177, 0.9336374257590588, 0.9194895641431992, 0.9431465464868388, 0.9118082609174298, 0.9067477298635255, 0.9224497453765746, 0.914773406759441, 0.9227980324074074, 0.9155144106185586, 0.9144328703703704, 0.9068126831284726, 0.9126470442394243, 0.9039654779941795, 0.8893961146754004, 0.9149211575176144, 0.9298238439760932, 0.9068321375476699, 0.9262501367764526, 0.9144418457788963, 0.9185323186712557, 0.9080276760981401, 0.8997356175669353, 0.9152333913043479, 0.9087102862535389, 0.9023051048674318, 0.8939898815803676, 0.8979871348164031, 0.9112028371036455, 0.8966812928404834, 0.8882138681657527, 0.914694589877836, 0.9002059539412094, 0.9005633547928724, 0.9055810086779557, 0.8957118055555555, 0.9138892379939368, 0.9050883376244949, 0.9117224119776338, 0.903908511941618]"
453,1luj4o64,mvtec_fcdd_20220518111400.normal_9.it_0,9,pixel-level-balanced,confetti,"[0.9081270903010035, 0.8685352018685352, 0.9091638795986622, 0.8504841402337229, 0.8498717090584561, 0.8283806343906511, 0.806309961338361, 0.7507994845114792, 0.9108395780630997, 0.8106534294305761, 0.811122244488978, 0.8002671118530885, 0.8008008008008007, 0.8263679928674913, 0.7714650688889565, 0.7547245409015025, 0.8140900195694716, 0.9092580213903743, 0.7929060828877006, 0.7483706550802139, 0.852148741928301, 0.7834224598930482, 0.7985976627712854, 0.7506123357826765, 0.7975407704595268, 0.823267712156601, 0.8198529411764707, 0.855819397993311, 0.8256600935828876, 0.8780338454687153, 0.8518147405922957, 0.8484559209584268, 0.8048780487804879, 0.8539321668709834, 0.8336814839572193, 0.8505598262032086, 0.8322275786358646, 0.7745327102803738, 0.876425682046291, 0.8651615674669467, 0.8542780748663101, 0.8549877532843464, 0.8588628762541806, 0.847358121330724, 0.8995274688559018, 0.852386515353805, 0.8673094363037565, 0.8995147255689423, 0.8638461538461538, 0.8794702540106952, 0.8710753182197525]"
