,runid,name,it,net,bias,cuda,load,test,epochs,logdir,readme,datadir,dataset,preproc,resdown,workers,oe_limit,quantile,gauss_std,loss_mode,batch_size,noise_mode,acc_batches,normal_class,weight_decay,blur_heatmaps,learning_rate,nominal_label,log_start_time,lr_sched_param,optimizer_type,scheduler_type,supervise_mode,log_start_time_str,normal_class_label,_runtime,_timestamp,test_rocauc,lr,loss,_step,epoch,_wandb,loss_normal,loss_anomalous
0,3t7mzjkh,mvtec_fcdd_20220526141117.normal_7.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_7/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,7,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,metal_nut,2831.0,1653701690.0,0.9562414606869588,0.0004768428712720824,0.1642083078622818,50.0,49.0,{'runtime': 2831},,
1,3llhc7wz,mvtec_fcdd_20220526141117.normal_7.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_7/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,7,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,metal_nut,2830.0,1653698851.0,0.9480941790911324,0.0004768428712720824,0.1680474579334259,50.0,49.0,{'runtime': 2830},,
2,2r45uq89,mvtec_fcdd_20220526141117.normal_7.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_7/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,7,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,metal_nut,2812.0,1653696014.0,0.9573920331257304,0.0004768428712720824,0.1752350777387619,50.0,49.0,{'runtime': 2811},,
3,136a5aqo,mvtec_fcdd_20220526141117.normal_6.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_6/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,6,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,leather,3108.0,1653693195.0,0.9835460161343056,0.0004768428712720824,0.1601768583059311,50.0,49.0,{'runtime': 3109},,
4,3avxnzkf,mvtec_fcdd_20220526141117.normal_6.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_6/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,6,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,leather,3174.0,1653690080.0,0.9804684750386378,0.0004768428712720824,0.14435352385044098,50.0,49.0,{'runtime': 3174},,
5,m1k3ssgs,mvtec_fcdd_20220526104525.normal_7.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_7/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,7,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,metal_nut,2885.0,1653689422.0,0.950396900263886,0.0004768428712720824,0.1627928614616394,50.0,49.0,{'runtime': 2884},,
6,vdpye3o2,mvtec_fcdd_20220526104525.normal_7.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_7/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,7,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,metal_nut,2779.0,1653686531.0,0.9487337100030496,0.0004768428712720824,0.1844414174556732,50.0,49.0,{'runtime': 2779},,
7,2ezb3zeo,mvtec_fcdd_20220526141117.normal_6.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_6/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,6,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,leather,4874.0,1653686899.0,0.9810781587503808,0.0004768428712720824,0.11837921291589736,50.0,49.0,{'runtime': 4868},,
8,3mxt7tne,mvtec_fcdd_20220526104525.normal_7.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_7/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,7,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,metal_nut,2707.0,1653683744.0,0.9611145207580865,0.0004768428712720824,0.09851490706205368,50.0,49.0,{'runtime': 2708},,
9,250b0voe,mvtec_fcdd_20220526141124.normal_14.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_14/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,14,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,zipper,5647.0,1653685696.0,0.9548213304252436,0.0004768428712720824,0.17990891635417938,50.0,49.0,{'runtime': 5643},,
10,vn02htop,mvtec_fcdd_20220526104525.normal_6.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_6/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,6,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,leather,3024.0,1653681030.0,0.9804293125668596,0.0004768428712720824,0.12754489481449127,50.0,49.0,{'runtime': 3024},,
11,2r8g46c0,mvtec_fcdd_20220526104525.normal_6.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_6/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,6,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,leather,2994.0,1653677999.0,0.9810835212913288,0.0004768428712720824,0.1166483536362648,50.0,49.0,{'runtime': 2994},,
12,2722aj89,mvtec_fcdd_20220526141124.normal_14.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_14/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,14,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,zipper,5989.0,1653680039.0,0.9547861911442538,0.0004768428712720824,0.12771975994110107,50.0,49.0,{'runtime': 5985},,
13,3uf2pslo,mvtec_fcdd_20220526141117.normal_5.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_5/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,5,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,hazelnut,8491.0,1653682017.0,0.9571743451374476,0.0004768428712720824,0.15911681950092316,50.0,49.0,{'runtime': 8485},,
14,32ot62tv,mvtec_fcdd_20220526104525.normal_6.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_6/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,6,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,leather,4602.0,1653674998.0,0.9799697772413576,0.0004768428712720824,0.1954450160264969,50.0,49.0,{'runtime': 4597},,
15,3jv78t2k,mvtec_fcdd_20220526141124.normal_14.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_14/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,14,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,zipper,5757.0,1653674042.0,0.9308254007041272,0.0004768428712720824,0.12990066409111023,50.0,49.0,{'runtime': 5752},,
16,94s9ea1n,mvtec_fcdd_20220526104535.normal_14.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_14/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,14,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,zipper,5648.0,1653673720.0,0.9520411465145056,0.0004768428712720824,0.1469272822141647,50.0,49.0,{'runtime': 5644},,
17,332m7om8,mvtec_fcdd_20220526141117.normal_5.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_5/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,5,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,hazelnut,9092.0,1653673517.0,0.9616462325403622,0.0004768428712720824,0.13648822903633118,50.0,49.0,{'runtime': 9087},,
18,aid7t596,mvtec_fcdd_20220526104535.normal_14.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_14/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,14,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,zipper,6007.0,1653668063.0,0.935798683209926,0.0004768428712720824,0.13013002276420593,50.0,49.0,{'runtime': 6003},,
19,2cdwxao8,mvtec_fcdd_20220526141124.normal_13.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_13/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,13,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,wood,6231.0,1653668276.0,0.9095748236581294,0.0004768428712720824,0.15953020751476288,50.0,49.0,{'runtime': 6226},,
20,1lg6s39r,mvtec_fcdd_20220526104525.normal_5.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_5/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,5,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,hazelnut,8700.0,1653670387.0,0.9623588446116002,0.0004768428712720824,0.1355992704629898,50.0,49.0,{'runtime': 8700},,
21,23h7bd9n,mvtec_fcdd_20220526104535.normal_14.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_14/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,14,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,zipper,5897.0,1653662047.0,0.9366700316005546,0.0004768428712720824,0.1878955215215683,50.0,49.0,{'runtime': 5892},,
22,37mkgtif,mvtec_fcdd_20220526141124.normal_13.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_13/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,13,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,wood,6305.0,1653662036.0,0.9311876057374838,0.0004768428712720824,0.1305723786354065,50.0,49.0,{'runtime': 6301},,
23,1d0eqfk7,mvtec_fcdd_20220526141117.normal_5.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_5/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,5,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,hazelnut,9014.0,1653664416.0,0.9655840637927628,0.0004768428712720824,0.12978243827819824,50.0,49.0,{'runtime': 9009},,
24,s3sbwjsb,mvtec_fcdd_20220526104525.normal_5.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_5/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,5,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,hazelnut,8927.0,1653661679.0,0.957937900874067,0.0004768428712720824,0.15840549767017365,50.0,49.0,{'runtime': 8922},,
25,1ngmxru5,mvtec_fcdd_20220526104535.normal_13.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_13/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,13,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,wood,6250.0,1653656141.0,0.9356375980309354,0.0004768428712720824,0.15915125608444214,50.0,49.0,{'runtime': 6245},,
26,2h0vxehk,mvtec_fcdd_20220526141117.normal_4.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_4/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,4,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,grid,5741.0,1653655394.0,0.8961558103031403,0.0004768428712720824,0.15272454917430878,50.0,49.0,{'runtime': 5739},,
27,1900u6dn,mvtec_fcdd_20220526141124.normal_13.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_13/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,13,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,wood,6091.0,1653655721.0,0.9284179005022192,0.0004768428712720824,0.13105027377605438,50.0,49.0,{'runtime': 6090},,
28,szhopdst,mvtec_fcdd_20220526104454.normal_7.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_7/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,7,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,metal_nut,2010.0,1653649096.0,0.9848161583252768,0.0004768428712720824,0.1040915548801422,50.0,49.0,{'runtime': 2010},,
29,cnya41hd,mvtec_fcdd_20220526104454.normal_7.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_7/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,7,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,metal_nut,2038.0,1653647078.0,0.9820839135084336,0.0004768428712720824,0.1148371547460556,50.0,49.0,{'runtime': 2039},,
30,1bueiki8,mvtec_fcdd_20220526141117.normal_4.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_4/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,4,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,grid,5645.0,1653649645.0,0.8910446207708194,0.0004768428712720824,0.14631293714046478,50.0,49.0,{'runtime': 5641},,
31,396s1pvc,mvtec_fcdd_20220526141124.normal_12.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_12/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,12,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,transistor,5660.0,1653649623.0,0.8850585905039289,0.0004768428712720824,0.1630137711763382,50.0,49.0,{'runtime': 5660},,
32,31xkg3eq,mvtec_fcdd_20220526104525.normal_5.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_5/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,5,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,hazelnut,9291.0,1653652743.0,0.962949704784895,0.0004768428712720824,0.16676682233810425,50.0,49.0,{'runtime': 9286},,
33,3w21hhlf,mvtec_fcdd_20220526104535.normal_13.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_13/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,13,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,wood,6495.0,1653649882.0,0.917189412194351,0.0004768428712720824,0.13153694570064545,50.0,49.0,{'runtime': 6495},,
34,1jvbb7bn,mvtec_fcdd_20220526104454.normal_7.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_7/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,7,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,metal_nut,2039.0,1653645033.0,0.985287915314452,0.0004768428712720824,0.11973890662193298,50.0,49.0,{'runtime': 2038},,
35,3122ubsr,mvtec_fcdd_20220526104454.normal_6.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_6/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,6,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,leather,2244.0,1653642985.0,0.991606450232952,0.0004768428712720824,0.1166357472538948,50.0,49.0,{'runtime': 2244},,
36,3ddfok1w,mvtec_fcdd_20220526104454.normal_6.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_6/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,6,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,leather,2247.0,1653640734.0,0.9922888897841204,0.0004768428712720824,0.08275207877159119,50.0,49.0,{'runtime': 2247},,
37,22q9hzbw,mvtec_fcdd_20220526141117.normal_4.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_4/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,4,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,grid,5635.0,1653643991.0,0.9008574844737708,0.0004768428712720824,0.1402636021375656,50.0,49.0,{'runtime': 5631},,
38,6y7v8els,mvtec_fcdd_20220526141124.normal_12.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_12/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,12,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,transistor,5759.0,1653643955.0,0.8983932111510455,0.0004768428712720824,0.15833084285259247,50.0,49.0,{'runtime': 5758},,
39,17mhgi37,mvtec_fcdd_20220526104525.normal_4.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_4/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,4,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,grid,5905.0,1653643443.0,0.91415963725232,0.0004768428712720824,0.15304647386074066,50.0,49.0,{'runtime': 5900},,
40,1nhflcoy,mvtec_fcdd_20220526104535.normal_13.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_13/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,13,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,wood,6205.0,1653643380.0,0.92719161719342,0.0004768428712720824,0.1461357623338699,50.0,49.0,{'runtime': 6200},,
41,3kadsmmy,mvtec_fcdd_20220526104454.normal_6.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_6/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,6,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,leather,3663.0,1653638480.0,0.9915506856250056,0.0004768428712720824,0.07056013494729996,50.0,49.0,{'runtime': 3659},,
42,rdcv90ct,mvtec_fcdd_20220526104504.normal_14.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_14/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,14,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,zipper,3696.0,1653637924.0,0.9865706764495416,0.0004768428712720824,0.12761156260967255,50.0,49.0,{'runtime': 3691},,
43,1z8p1cxt,mvtec_fcdd_20220526141124.normal_12.it_0,0,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_12/it_0,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,12,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,transistor,5679.0,1653638189.0,0.9059118844047428,0.0004768428712720824,0.15089616179466248,50.0,49.0,{'runtime': 5674},,
44,1ayz3gzj,mvtec_fcdd_20220526104525.normal_4.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104525/normal_4/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,4,0.0001,False,0.001,0,1653554725,[0.985],sgd,lambda,malformed_normal_gt,20220526104525,grid,5483.0,1653637530.0,0.8951553392786679,0.0004768428712720824,0.1413005143404007,50.0,49.0,{'runtime': 5478},,
45,2qzosx06,mvtec_fcdd_20220526141117.normal_3.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141117/normal_3/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,3,0.0001,False,0.001,0,1653567077,[0.985],sgd,lambda,malformed_normal_gt,20220526141117,carpet,6655.0,1653638347.0,0.952452234128796,0.0004768428712720824,0.12912917137145996,50.0,49.0,{'runtime': 6654},,
46,cjjdnuhi,mvtec_fcdd_20220526104535.normal_12.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104535/normal_12/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,12,0.0001,False,0.001,0,1653554735,[0.985],sgd,lambda,malformed_normal_gt,20220526104535,transistor,5520.0,1653637161.0,0.9124363135574788,0.0004768428712720824,0.1423044204711914,50.0,49.0,{'runtime': 5516},,
47,ac2to9ak,mvtec_fcdd_20220526141124.normal_11.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_11/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,11,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,toothbrush,1941.0,1653632502.0,0.9420425082492194,0.0004768428712720824,0.15698468685150146,50.0,49.0,{'runtime': 1937},,
48,2ns7s71p,mvtec_fcdd_20220526104504.normal_14.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104504/normal_14/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,14,0.0001,False,0.001,0,1653554704,[0.985],sgd,lambda,noise,20220526104504,zipper,4243.0,1653634216.0,0.9911920105767972,0.0004768428712720824,0.11253604292869568,50.0,49.0,{'runtime': 4237},,
49,aa2sncrh,mvtec_fcdd_20220526104454.normal_5.it_2,2,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526104454/normal_5/it_2,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,mvtec_gt,8,5,0.0001,False,0.001,0,1653554694,[0.985],sgd,lambda,noise,20220526104454,hazelnut,5586.0,1653634809.0,0.9827452299747086,0.0004768428712720824,0.09777066111564636,50.0,49.0,{'runtime': 5582},,
50,2zmh2bmp,mvtec_fcdd_20220526141124.normal_11.it_1,1,FCDD_CNN224_VGG_F,True,True,,True,50,../../data/results/mvtec_fcdd_20220526141124/normal_11/it_1,,../../data/datasets,mvtec,lcnaug1,64,4,1,0.99,12,pixel-level-balanced-hubert-factor-average,16,confetti,8,11,0.0001,False,0.001,0,1653567084,[0.985],sgd,lambda,malformed_normal_gt,20220526141124,toothbrush,2250.0,1653630553.0,0.9384100997274528,0.0004768428712720824,0.18022003769874573,50.0,49.0,{'runtime': 2245},,
